Rooms,Type,Price,Bedrooms,Baths,Car,HouseArea,LotArea,BuiltYear
3,h,422000,3,1,2,6424,,
5,h,1526000,5,3,2,5984,3212,2016
3,h,,,,,,,
3,h,1343500,3,2,2,,1540,1970
4,h,1500000,4,2,2,,2200,1983
3,h,1490000,3,1,2,,1265,1980
4,h,1290000,4,3,2,8173,,
4,h,1340000,4,2,2,,,
4,t,1220000,,,,,,
3,h,1155000,3,1,1,7216,1188,1968
4,h,1105000,4,2,1,7205,1738,1970
4,h,1450000,4,2,2,9592,2838,1984
5,h,1250000,5,3,2,,3960,1985
3,h,1260000,3,1,2,,,
3,h,1380000,3,2,2,7678,,1970
4,t,1585000,,,,,,
5,h,,5,2,3,44000,,1991
3,h,950000,,,,,,
4,h,590000,,,,,,
4,h,550000,4,2,2,,,
3,h,695500,3,2,2,9240,,2010
3,u,512000,3,2,1,,1221,2014
3,h,396000,,,,,,
3,h,2850000,3,2,2,,,
2,t,1000000,,,,,,
3,h,1195000,,,,,,
3,u,686000,,,,,,
2,u,560000,,,,,,
1,u,380000,,,,,,
3,h,800000,3,1,2,4114,,1960
3,h,,3,1,2,9174,,
3,h,960000,3,2,2,13035,,
2,h,636000,,,,,,
2,u,575000,,,,,,
3,h,1640000,3,1,2,,1353,1930
2,u,800000,2,1,1,,,1950
2,u,620000,2,1,1,,,
2,u,,,,,,,
2,u,720000,2,1,1,,,
4,h,,4,2,2,8547,1815,1986
3,u,625000,3,1,1,6512,1353,1970
3,h,620500,3,1,2,,1045,1990
4,h,490000,,,,,,
4,h,646000,4,2,1,6424,,
4,h,656000,4,1,2,6270,1573,1980
3,h,470000,3,1,1,3366,1100,2004
4,h,1507000,4,2,2,6138,1617,1925
4,h,1140000,4,2,1,,,
2,u,880000,2,1,1,,1111,1990
1,u,345000,,,,,,
2,u,501500,,,,,,
4,h,1750000,4,3,2,,,
2,h,1153000,2,1,2,6358,,
2,h,750000,2,1,2,3344,1067,1950
4,h,703000,4,2,2,9889,,
4,h,1900000,4,2,1,5214,2530,1920
2,t,910000,,,,,,
2,u,550000,,,,,,
2,u,795000,,,,,,
2,h,1428000,2,1,1,,,
3,h,745000,3,1,2,6842,,
4,h,850000,4,3,3,4037,2387,2012
3,h,895000,3,1,2,7392,,
4,h,960000,4,2,2,,,
2,u,530000,,,,,,
3,h,718000,3,1,1,7931,,
2,h,1575000,2,2,1,50380,,1900
3,h,1560000,3,1,,1309,,
4,h,2200000,4,2,1,,,1970
2,u,,,,,,,
1,u,840000,,,,,,
4,h,2070000,4,1,,1342,1628,1900
2,u,660000,,,,,,
4,h,3935000,4,2,2,,,
2,u,770000,,,,,,
4,h,,4,1,2,5654,,
2,u,555000,,,,,,
3,h,1260000,3,1,0,,1386,1890
3,h,1570000,3,2,1,671,,
4,h,1600000,4,2,,2541,2233,1910
3,h,1161000,3,1,1,2453,1650,1910
2,h,860000,2,1,1,1309,,
2,u,,,,,,,
2,h,,2,1,,1661,891,1930
4,h,910000,4,1,3,3168,,
2,h,1290000,2,1,4,5797,,
3,t,815000,,,,,,
2,u,465000,,,,,,
3,h,,3,1,1,6446,,
3,h,1100000,3,2,2,,,
4,h,600000,4,1,1,7150,1716,1980
4,h,665000,4,2,2,,1562,2012
3,h,1497500,3,2,3,,,1940
2,u,,,,,,,
3,h,800000,3,1,2,9944,1540,1960
4,h,670000,4,2,2,7612,1991,1977
3,h,600000,3,2,2,8316,,
3,h,625000,3,1,1,5918,1188,1980
3,h,930000,3,2,4,445148,2365,
4,h,760000,4,3,2,6358,2288,1980
4,h,680000,4,2,3,6138,,
3,h,665000,3,1,2,6050,1496,1960
2,u,525000,,,,,,
2,u,698000,,,,,,
3,h,,3,1,2,8294,1298,1940
3,t,1410000,,,,,,
3,h,,3,2,2,8261,2079,1930
2,h,1055000,2,1,1,1221,,
4,h,,4,3,3,9438,,
4,h,2320000,4,2,2,7392,2376,1928
5,h,,5,2,2,,,
4,h,2075000,4,2,2,,,
5,h,,5,3,2,,4169,2009
3,h,,3,2,2,,2640,2003
4,h,3650000,4,2,2,9515,,
4,h,5355000,4,2,5,10109,,
3,h,1329000,,,,,,
3,u,901000,,,,,,
4,h,1156000,4,2,2,,,
4,h,,4,2,2,,,1972
3,t,970000,,,,,,
4,h,1300000,4,2,0,7832,1793,1960
4,h,1500000,4,1,1,7788,1760,1955
4,h,1640000,4,2,2,10505,,
4,h,1260000,4,,,,,
3,h,,3,1,1,7733,1276,1960
3,h,1000000,3,2,2,7744,,
3,h,865000,3,1,2,7590,,
3,h,780000,3,1,4,7645,1100,1950
3,u,655000,,,,,,
1,h,290000,1,1,0,2475,1705,2017
4,h,790000,4,2,2,7183,1991,2002
3,h,830000,3,2,2,,,
4,h,708000,4,2,1,6424,2420,1980
4,h,920000,4,2,2,6391,,1997
3,h,800000,3,1,2,,,
3,h,985000,3,2,2,8294,1540,1980
4,h,937000,4,2,2,9009,,
3,h,800000,3,1,3,,,
3,h,710000,3,1,1,6347,,
4,h,700000,4,2,2,7205,2453,2009
4,u,,,,,,,
6,h,1400000,6,2,2,50501,3278,1990
5,h,1077500,5,3,2,6644,2695,1950
2,h,665000,2,2,2,3146,1276,2012
3,h,,3,2,6,,1562,1985
3,h,,3,2,2,,,
2,u,815000,,,,,,
4,h,2025000,4,2,2,7282,1980,1920
2,u,662000,,,,,,
4,t,1750000,4,3,2,,,
4,t,1750000,4,3,2,,,
3,h,2670000,3,1,2,6160,,
4,h,2600000,4,2,2,,,
2,u,490000,,,,,,
4,t,1760000,,,,,,
2,u,505000,,,,,,
4,h,1487000,4,1,3,,,
4,h,2725000,4,2,2,,,
2,u,815000,,,,,,
1,u,502000,3,2,2,2563,1584,1995
4,h,2750000,4,2,1,7645,2398,1910
4,h,,4,2,2,,2387,1890
2,u,,,,,,,
3,h,1550000,3,2,2,,,2000
5,h,3800000,5,3,3,9042,,
2,u,720000,,,,,,
2,u,775000,,,,,,
1,u,,,,,,,
2,u,515000,,,,,,
3,h,1500000,3,2,2,2640,1749,1996
3,u,1200000,,,,,,
3,h,1350000,3,1,2,3267,1034,1930
3,h,785000,3,1,1,6589,,
3,h,1070000,3,1,1,,,
4,h,900000,4,2,2,8041,2046,1950
5,h,960000,5,3,0,9713,,1978
2,t,694000,,,,,,
4,h,1330000,4,2,3,,,
2,t,,,,,,,
4,h,900000,4,2,2,,,
2,h,602000,2,1,1,2464,1001,2000
3,h,,3,1,1,,,
2,u,,,,,,,
3,h,,3,1,1,,1111,1945
3,h,731000,3,1,1,,,
2,u,545000,,,,,,
3,h,730000,3,1,,,,
2,h,,2,1,2,7480,825,1950
4,h,1563000,4,2,2,6721,,
3,u,847000,,,,,,
4,h,1330000,4,2,2,,,
2,h,900000,2,1,1,7953,1012,1950
3,t,822000,,,,,,
4,h,1340000,4,1,1,6941,,
4,h,,4,1,2,,,
2,u,735000,,,,,,
5,h,1776000,5,3,2,5511,3432,2015
3,h,1100000,3,2,1,6985,1199,1950
2,u,391000,,,,,,
4,h,681000,4,2,2,7326,2101,1997
4,h,682100,4,2,4,8085,1749,1995
4,h,,4,2,2,9262,1980,1993
3,h,500000,3,1,3,7150,1298,1980
3,h,525000,3,2,2,6501,1309,1972
4,h,,4,1,2,,,
4,h,595000,,,,,,
4,h,470000,4,2,1,,1353,2003
3,h,515000,3,1,2,7568,1397,1990
4,h,593000,4,2,2,,1749,1978
4,h,,4,2,2,8338,1969,1925
2,u,810000,,,,,,
3,h,1480000,3,2,2,6743,,
3,h,1181000,3,1,1,7667,,
3,h,1000000,3,1,2,7282,,
4,h,1300000,4,2,2,,2497,2011
3,h,,3,2,2,,,
2,u,931000,,,,,,
4,h,,4,2,2,6886,3267,
2,t,,,,,,,
2,t,,,,,,,
4,h,2010000,4,2,2,8250,,
3,h,1750000,3,2,1,,,
4,h,616000,4,3,2,5973,1364,1960
3,h,,3,1,1,6908,,
4,h,1210000,4,3,2,12111,3256,1985
3,h,671000,3,2,2,,,
4,h,900000,5,3,5,9031,2739,1998
3,t,786000,,,,,,
3,h,1095000,3,1,3,7249,,
3,h,770000,,,,,,
4,h,1650000,4,1,,,,
3,t,850000,3,1,1,,1133,1994
1,u,,,,,,,
6,h,,6,2,2,8360,,1957
4,h,2625000,4,3,2,,2618,1970
3,u,807500,,,,,,
4,h,,4,2,2,7909,1947,1900
3,u,,,,,,,
3,h,2720000,3,2,2,,,
2,u,780000,,,,,,
5,h,2320000,5,2,3,,2530,1960
4,h,,4,2,3,10219,2288,1925
3,h,1752000,3,1,1,3729,1562,1890
2,u,671000,,,,,,
4,h,,4,2,2,14278,2046,1917
3,h,1845500,3,2,2,,,
4,h,,4,1,1,6974,,
3,h,1775000,3,2,2,7656,,
5,h,2375000,5,3,2,6270,3575,2013
3,t,,,,,,,
4,h,,4,2,2,4609,,
4,h,727000,4,1,2,6160,,
3,h,651000,3,2,2,,1353,1970
1,u,355000,,,,,,
1,u,350000,,,,,,
3,h,1180000,3,2,0,3047,1507,1910
3,h,1170000,3,2,1,3025,1210,1910
2,h,860000,2,1,,3025,,
3,h,330000,3,2,1,,1386,2008
5,h,,5,2,4,22638,3025,
3,h,389000,3,2,2,,1518,2010
3,h,656000,3,1,4,,,
3,h,630000,3,2,2,,,
3,h,770000,,,,,,
3,h,810000,,,,,,
3,h,1210000,,,,,,
2,t,671000,,,,,,
2,u,630000,,,,,,
2,u,660000,,,,,,
4,h,1190000,4,1,2,7304,,1955
3,h,,3,2,,,1496,1890
5,h,,5,3,2,11484,,
4,h,,4,2,2,6237,2013,1930
3,h,,3,3,2,3707,2299,2001
3,h,1985000,3,1,1,,,1907
3,h,,3,1,2,3146,,
3,h,1740000,3,2,2,5016,,
3,h,1479000,3,2,1,,,
3,h,,3,2,2,,2343,2004
4,h,2090000,4,3,2,6259,2640,1920
5,h,6125000,5,3,2,15224,3740,1982
4,h,,4,2,4,11803,,
3,h,1700000,3,1,3,,,
3,h,2100000,3,2,2,,,
4,h,,4,3,2,,2530,1960
4,h,,4,2,2,5775,2508,1905
5,h,5100000,5,2,4,,,
3,u,750000,3,2,1,,1375,2007
3,t,,3,1,1,,1760,2010
4,h,1765000,4,3,3,7359,2453,1910
4,t,1101000,4,3,1,1320,,
3,h,1101000,3,2,2,,,
2,u,415000,,,,,,
5,h,1330000,5,2,2,,,
2,u,651000,2,1,1,,,
5,h,1860000,5,2,2,7667,,
3,u,460000,3,2,1,,1408,1992
2,u,363500,2,1,1,,,
2,u,648000,,,,,,
2,u,730000,,,,,,
2,u,,,,,,,
3,u,865000,,,,,,
3,h,,3,1,2,6468,,
3,h,393000,3,2,4,,1353,1960
3,h,413000,3,1,1,6457,1034,1980
4,h,540000,4,3,2,,,
3,h,477500,3,2,2,,1573,1975
3,h,375000,3,1,0,,1243,1975
3,h,,3,2,4,9405,,
5,h,2000000,5,3,3,7040,,
1,u,385000,,,,2629,,
3,h,1165000,3,1,2,8481,,
4,h,1470000,4,2,2,,2244,2011
4,h,,4,2,2,7865,2750,
3,u,650000,,,,,,
1,u,430000,,,,,,
4,h,609000,4,2,2,4928,1837,2011
4,h,622000,4,2,2,5060,1870,2011
4,h,,4,2,2,,2695,2008
4,h,613000,4,2,2,,,
4,h,840000,4,2,2,,3762,2008
4,h,541000,4,2,2,4873,,
3,u,1005000,,,,,,
4,h,,4,3,3,5588,,
4,h,1835000,4,2,,2079,,1900
4,h,,4,2,2,3982,2585,1930
3,t,561000,,,,,,
3,h,726000,3,2,2,6633,,
3,h,744000,3,2,2,7337,1683,1994
5,h,650000,5,2,2,,2376,1990
5,h,800000,5,2,1,7172,2310,1985
3,h,625000,3,1,2,,1265,1990
4,h,750500,4,2,1,,330,
4,h,688000,4,2,2,7249,2035,1978
3,h,705000,3,1,,6974,1452,1980
4,h,720000,4,2,2,6930,,
3,h,755000,3,2,2,6875,1804,1990
4,h,705000,4,2,2,6215,1892,1980
3,u,467000,,,,,,
4,h,654000,4,1,1,3366,1639,1990
3,h,1050000,3,1,1,7282,1639,1970
3,u,910000,,,,,,
2,u,721000,,,,,,
16,h,5000000,16,8,8,,,
3,h,1370000,3,2,2,12221,,
5,h,1230000,5,3,2,7436,3520,1972
3,t,1118000,,,,,,
5,h,1390000,,,,,,
3,h,1520000,3,2,2,,1650,2000
2,u,550000,,,,,,
3,h,776500,,,,,,
3,h,1210000,,,,,,
3,u,627500,,,,,,
4,h,1375000,4,2,2,10494,2310,1996
3,h,941000,3,2,2,4763,,
2,u,601000,,,,,,
3,h,1635000,3,2,2,4741,1815,1900
4,h,1380000,4,2,2,6479,,
3,h,1050000,3,1,2,7172,1408,1960
3,h,1305000,3,1,2,7370,,1950
4,h,1440000,4,2,2,,1815,1950
4,h,,4,2,2,7150,,2002
3,h,870000,3,1,2,9383,1485,1980
5,h,906000,5,2,3,,,1990
4,h,,4,2,2,,2464,1990
3,h,,3,1,0,10582,,1970
3,t,870000,3,2,2,,,2009
3,t,792000,3,1,0,,1265,2000
3,h,1351000,3,1,2,10670,,
4,h,1350000,4,3,2,8877,2068,1980
3,h,1190000,3,1,3,,1628,1970
2,h,750000,,,,,,
5,h,1696000,5,3,2,,,
5,h,2105000,5,3,2,7150,,
4,h,,4,3,2,9009,3278,1975
3,h,,3,2,1,,,
4,h,,4,2,2,7854,2068,1975
4,h,1028000,4,2,2,,1738,1970
3,h,678000,3,2,1,,1485,2009
3,t,951000,3,2,2,,1529,2000
2,u,,2,2,1,11440,814,2013
3,h,1720000,3,1,2,8063,1925,1950
3,h,1610000,3,2,2,,,
3,u,398000,,,,,,
3,h,960000,3,1,2,3102,1298,1900
3,h,380000,3,1,2,4103,,
3,h,932000,3,2,2,,1430,2003
4,h,1400000,4,2,2,3839,2871,
3,h,1230000,3,1,1,,1859,1950
4,t,1190000,4,2,1,3487,1210,
3,t,,,,,,,
3,h,,3,1,1,,1254,1980
3,h,725000,3,1,1,6435,,
3,h,635000,3,1,4,,,
3,h,790000,3,1,1,7557,1661,1965
3,h,1550000,3,1,2,,,
2,u,,,,,,,
2,h,698000,2,1,2,15213,968,1950
3,h,,3,2,2,6061,6083,1930
2,t,865000,,,,,,
2,t,843000,,,,,,
2,h,1175000,2,1,1,,,
3,h,1400000,3,2,2,,,
2,h,,2,1,0,1606,,
4,h,1620000,4,1,,,1628,1925
3,h,1050000,3,2,1,1507,1287,1900
4,h,2250000,4,3,2,4125,3157,2017
3,h,1150000,3,1,4,,,
4,h,2295000,4,2,2,6380,2640,2007
1,u,381500,1,1,1,,572,1960
5,h,2210000,5,3,5,,2783,1952
3,h,1491000,3,2,2,,2167,1945
3,h,1200000,3,2,2,7282,1903,1980
4,h,1237000,4,2,1,7161,,
3,u,660000,,,,,,
4,h,985000,4,2,2,,,
5,h,1225000,5,3,2,,1650,1950
4,t,911000,,,,,,
4,h,986000,4,2,1,5951,1705,1995
3,h,1000000,3,2,2,7524,,1970
4,t,,4,3,1,,,
3,u,1125000,,,,,,
4,h,1510000,4,2,2,,,
3,h,,3,2,2,6479,1650,1950
3,u,990000,3,2,1,,,
5,h,490000,5,2,2,8316,2354,2006
4,h,1875000,4,2,1,6578,2310,2016
2,t,790000,,,,,,
3,h,1610000,3,1,2,9438,,
2,t,677000,,,,,,
4,h,1270000,4,3,1,6435,,
3,h,1400000,3,1,2,6468,1111,1960
3,t,775000,,,,,,
2,u,520000,,,,,,
4,h,,4,3,2,6710,2277,1950
4,h,1150000,,,,,,
3,u,745000,,,,,,
3,h,,,,,,,
3,t,710000,,,,,,
4,h,890000,4,1,2,5038,,1955
3,t,740000,,,,,,
3,t,734000,,,,,,
4,h,1100000,4,2,3,,1925,1930
3,h,659000,3,1,2,5885,,
4,h,773000,4,2,2,,6754,2009
4,h,617500,4,2,2,,,
3,h,476500,3,2,1,2211,,
3,h,590000,3,1,2,,,
3,h,606000,3,2,2,,1749,
4,h,490000,4,2,2,,1573,2011
4,h,725000,4,2,2,6534,2134,2003
4,h,771000,,,,,,
3,h,753000,3,2,2,,2123,2010
3,h,608000,3,2,2,4224,,
3,u,,,,,,,
3,h,2200000,3,2,2,3300,2002,2000
3,h,,3,1,3,3542,1936,1929
3,h,1920000,3,2,,1683,1628,1910
5,h,,,,,,,
3,h,1930000,,,,,,
1,u,585000,,,,,,
2,u,880000,,,,,,
2,h,,2,1,0,1078,880,1890
2,u,985000,,,,,,
3,h,1585000,3,2,,99781,1474,1910
2,h,,2,1,0,,649,1880
1,u,542000,1,,,,,1998
1,u,571000,,,,,,
1,u,,,,,,,
3,h,1960000,3,1,1,3399,1331,1900
2,h,1300000,2,1,,1738,1738,1890
1,u,418000,,,,,,
2,h,,2,1,1,2244,1276,1910
4,h,,,,,,,
1,u,592000,,,,,,
1,u,,,,,,,
3,h,833000,3,1,1,5511,,1960
4,h,1165000,4,1,1,4378,,
4,h,1040000,4,2,2,5621,1419,1930
2,h,935000,2,1,1,,,
3,h,700000,3,1,1,,,
2,h,960000,2,1,2,4840,1177,1940
3,h,,3,1,2,55440,,
3,h,,3,1,4,,,
3,u,510000,,,,,,
3,t,1171000,3,2,2,,1903,2016
4,h,1205000,4,3,2,,1980,2016
4,h,2980000,4,2,0,,,
3,h,1150000,3,2,2,1221,,
2,h,1600000,2,1,0,2123,1232,1890
2,h,938000,2,1,,98670,,
3,u,605000,,,,,,
3,h,720000,3,1,1,,1518,1970
4,h,1210000,4,2,2,9449,,
3,t,620000,,,,,,
3,h,907000,3,1,2,6050,,
3,t,600000,,,,,,
2,t,595000,,,,,,
2,h,579000,,,,,,
2,h,690000,,,,,,
4,h,1181000,4,1,2,,,
3,h,725000,3,1,2,9108,,
4,h,925000,4,2,3,,,
4,h,980000,4,2,4,10186,,
3,h,981000,3,1,1,,,
3,h,795000,3,1,2,8206,,
3,h,750000,3,2,2,8855,,
3,t,732500,,,,,,
3,h,1110000,3,1,7,,,
2,u,440000,,,,,,
3,t,720000,3,1,2,,,
4,h,950000,4,1,2,9350,,
2,h,,,,,,,
2,h,1250000,2,2,2,,1364,2010
3,h,915000,3,1,,1408,,
1,u,,,,,,,
2,u,660000,,,,,,
3,h,,3,2,3,3828,1408,1890
4,h,926000,,,,,,
4,h,,4,2,2,7755,1870,1975
5,h,,5,2,3,7337,1870,1950
3,h,1180000,3,1,0,,,
2,h,725000,,,,,,
3,h,914888,3,2,2,,2024,2014
3,h,726000,,,,,,
3,h,1066000,3,2,1,8008,,
3,h,1050000,3,1,3,7656,1540,1960
3,h,1080000,3,1,2,,,
3,h,1402000,3,2,2,,,
4,h,,4,2,2,,1980,1993
4,h,,4,2,4,,,
3,h,522500,3,2,2,4499,1518,1999
4,h,477000,4,2,0,5225,1562,1995
3,h,550000,3,2,2,6072,,
7,h,860000,7,3,2,,4631,2002
5,h,,5,3,3,11803,3234,2004
4,h,4600000,4,2,2,20229,,
3,u,1235500,,,,,,
4,h,2750000,4,3,2,8338,,1920
4,h,,4,2,2,,1892,1935
3,u,1260000,,,,,,
3,h,1555000,3,1,2,6391,,
3,h,1918000,3,1,2,5533,,
3,t,1191500,,,,,,
3,h,,3,1,2,,1870,1970
3,h,,3,2,2,,1991,1979
3,h,,3,1,1,5863,1177,1905
2,h,,2,1,,1925,,
3,h,1320000,3,2,3,7964,,
3,h,,3,2,2,,,
3,u,,,,,,,
3,h,611000,3,1,2,6061,1375,1987
4,h,620000,4,2,2,5467,,
3,u,471000,,,,,,
3,h,433500,3,2,2,1606,1518,2014
4,h,,4,2,2,,,
3,h,1700000,3,2,2,,1419,1925
2,h,1350000,2,1,2,1397,1408,2000
3,h,1600000,,,,,,
1,u,,,,,,,
1,u,385000,,,,,,
3,h,,3,2,2,3003,1507,1895
3,t,,,,,,,
7,h,,7,4,2,6710,,
2,h,2200000,2,2,1,1463,,
3,h,2400000,3,2,0,3773,1683,1900
1,u,375000,,,,,,
3,h,2300000,3,2,2,2321,,
2,u,792000,,,,,,
2,h,,2,1,1,,979,1910
1,u,340000,,,,,,
4,h,,4,2,2,7755,,
1,h,,,,,,,
3,h,,3,1,2,,,
3,h,,3,1,2,7150,1144,1960
3,h,930000,3,2,2,8250,1364,1970
2,u,520000,,,,,,
3,h,600000,3,1,0,6435,1133,1955
2,h,460000,2,1,2,3256,,
3,h,730000,3,1,1,,,
3,h,785000,3,1,2,6413,1430,1960
4,h,737000,4,2,2,,1705,1960
3,u,,,,,,,
3,h,570000,3,1,1,,902,1970
3,u,360000,,,,,,
3,h,,3,1,2,5929,,
2,u,587000,,,,,,
2,u,,,,,,,
1,u,467500,,,,,,
2,u,630000,,,,,,
4,h,1630000,4,2,2,3850,,1980
3,h,2100000,,,,,,
2,u,,,,,,,
4,h,1960000,4,2,4,,2145,1930
4,h,1470000,4,3,2,,,
4,h,,4,3,3,,,
4,h,1370000,4,2,2,4829,3245,2003
4,h,1610000,4,3,2,9603,1760,1980
3,h,880000,3,2,2,2904,,
2,u,674000,,,,,,
3,h,566000,3,2,3,8184,2035,2010
4,h,650000,4,2,2,10384,2123,2000
4,h,711000,4,2,4,,2585,2002
3,h,435000,3,2,1,,,
3,h,530000,3,2,1,7755,2332,1986
4,h,475000,4,2,1,,,
3,h,1000000,3,1,1,,,
3,h,761000,3,1,1,6435,,
4,h,1050000,4,2,3,4906,1782,1940
3,h,786000,3,2,,,,
3,h,693000,3,1,,,,
3,h,710000,3,1,3,,1397,1960
3,h,770000,3,2,2,,1837,2010
3,h,765000,3,1,2,,,
4,h,427000,,,,,,
4,h,,4,2,2,15059,,1903
5,h,2325000,5,3,4,10153,3487,1977
4,h,3000000,4,2,2,8921,,
5,h,2900000,4,3,4,9603,2563,1940
2,u,645000,,,,,,
3,h,,,,,,,
5,h,3340000,5,2,2,,2442,1910
4,h,,4,2,2,8393,2024,1900
4,h,,4,2,3,8261,2959,1950
2,h,825000,,,,,,
4,h,2100000,4,3,7,6556,2860,1963
5,h,3650000,5,3,2,,4235,1900
4,h,2725000,4,3,2,14388,,
3,h,1745000,,,,,,
2,u,814000,,,,,,
5,h,645000,5,2,2,,2189,2000
2,t,445000,2,2,1,,,
3,h,525000,3,2,2,,2035,
2,h,,,,,,,
4,h,790000,4,2,2,,3146,2009
3,h,763000,3,2,2,,,
3,h,610000,3,2,2,4488,1496,2009
4,h,692000,4,2,4,6534,1903,2002
4,h,640000,4,2,2,7315,,
4,h,1300000,4,2,2,,3080,2000
4,h,1290000,,,,,,
4,t,1326000,,,,,,
4,h,1200000,,,,,,
4,h,1200000,4,2,2,8932,363,
4,h,1700000,4,2,2,7106,2805,1980
4,h,1450000,,,,,,
4,h,1240000,4,2,2,,,
4,h,1275000,4,2,2,7194,,
3,h,1020000,3,2,2,,,2007
3,h,,,,,,,
4,h,1321000,4,2,2,8052,,
4,h,1301000,4,3,2,7964,2750,1980
3,h,1050000,3,2,2,7183,1331,1970
6,h,1710000,6,3,2,7678,3036,1980
4,h,,4,2,2,,2178,1960
3,h,716000,3,2,4,,1408,1985
3,h,672000,3,1,1,6732,,
2,u,397500,,,,,,
3,h,,3,2,2,5951,1496,1970
2,h,1170000,2,1,3,7337,1100,1955
1,u,372000,,,,,,
2,t,785000,2,1,2,,,
3,h,860000,3,1,2,,,
2,h,972000,2,1,1,3663,,
3,h,,3,3,4,5445,2915,1955
3,t,1900000,3,2,2,1551,,
5,h,,5,2,2,7975,,
3,h,,3,2,4,2200,2662,1995
2,u,610000,,,,,,
4,h,,4,3,4,,,
3,u,2600000,,,,,,
3,t,650000,,,,,,
3,u,527000,,,,,,
3,h,1150000,3,2,1,,1496,1960
4,h,,4,2,2,7480,,
3,h,1070000,3,1,3,,,
3,t,900000,,,,,,
4,h,1133000,4,1,4,9680,1562,1980
4,h,,4,2,2,5896,,
3,h,1060000,3,2,2,,1441,1960
4,h,1122000,4,3,2,10527,,
4,h,1500000,4,3,2,8822,,
3,t,885000,,,,,,
3,h,820000,3,1,0,,1243,1980
3,u,,,,,,,
4,h,980000,4,1,1,6435,,1970
3,h,484000,3,1,4,10901,1254,1985
4,h,952000,4,2,1,,1859,1976
3,u,,,,,,,
5,h,,3,1,1,,1188,1967
3,t,695000,,,,,,
3,h,740000,,,,,,
2,h,885000,2,1,2,6853,,
3,h,,3,1,1,6215,1243,1985
3,h,480000,3,1,1,7733,1133,1979
3,h,441000,3,1,1,6578,,
5,h,575000,5,2,4,,2332,1990
4,h,645000,4,2,2,8195,,
4,h,1600000,4,2,3,,2618,1926
3,t,700000,,,,,,
3,h,881000,3,1,3,3696,1045,1950
3,h,871000,3,1,1,,,
2,h,1025000,2,1,3,,,
4,h,1230000,4,1,1,1463,1364,1880
1,u,520000,,,,,,
3,h,1190000,3,1,,,1155,1880
3,t,490000,3,2,2,2508,1485,2017
3,h,625000,3,1,2,,,
4,h,1235000,4,2,2,7227,,
4,h,,4,2,2,7667,,
4,h,615000,4,2,2,5071,2123,2008
3,h,1460000,3,1,4,,,
3,h,1651000,3,2,2,,,
3,h,1690000,3,2,0,,2145,1910
3,h,1777000,3,2,1,6017,,
3,h,1260000,3,2,2,2860,1804,1994
4,h,1665000,4,2,1,,1958,1900
3,h,1900000,3,1,2,,1749,1980
1,u,370000,,,,,,
4,h,600000,4,2,2,4609,1683,2013
3,h,440000,3,1,2,,,
3,h,470000,3,2,1,6160,,
3,h,468000,3,1,4,6017,,
3,h,,3,2,4,5247,,1950
3,h,985000,3,1,1,5082,1298,1960
5,h,2210000,5,2,2,,,
3,h,,3,1,,3399,1386,2000
3,h,861000,3,1,2,4939,1023,1950
3,h,,3,1,2,6105,1408,1970
5,h,2400000,5,3,4,,3377,1930
3,h,,3,1,2,,,
3,h,560000,3,2,2,3905,1694,2003
4,t,1450000,,,,,,
8,h,910000,8,6,4,108163,,
2,u,,2,2,2,,1364,2000
2,u,455500,,,,,,
2,h,762000,,,,,,
3,u,1100000,,,,,,
3,h,505000,3,2,2,,,
3,h,771000,3,1,1,5929,1386,1969
2,t,512000,,,,,,
2,h,611500,2,1,1,3300,1188,1950
4,h,800000,,,,,,
4,h,675000,4,3,4,,,1980
3,h,627500,3,1,6,6259,1430,1959
3,u,475000,3,1,1,,1155,1990
4,h,591000,4,2,2,,2475,1995
4,h,,4,2,2,5874,1672,1970
3,h,780500,3,2,1,5984,,
4,h,791000,4,2,6,8943,1540,1960
3,h,,3,1,1,5951,1243,1980
3,h,,3,2,3,6633,,1960
3,h,750000,3,1,2,7931,1089,1965
4,h,815000,4,2,2,9273,2046,1994
3,h,,3,1,,,,
1,u,,,,,,,
2,u,600000,,,,,,
2,u,580000,2,1,1,2651,1045,1998
3,u,660000,,,,,,
3,t,1011000,3,2,2,,1771,2017
3,h,1000000,3,1,2,7766,1364,1960
3,h,750000,3,1,1,6600,1056,1960
3,h,595000,3,2,2,6006,1683,2009
3,h,505000,,,,,,
3,h,536000,,,,,,
4,h,630000,4,2,2,,2156,2014
4,h,540000,4,2,1,5951,,1995
3,h,952000,3,2,2,6930,2189,2010
3,h,,3,1,1,6512,,
3,h,,3,1,1,6435,,
3,h,405000,3,1,1,6083,,
4,h,1325000,4,2,2,7436,,1970
5,h,1350000,5,2,3,8470,2530,1980
3,h,614000,3,1,3,,,
3,h,676500,3,1,2,7887,,
5,h,1000000,,,,,,
3,h,754000,3,1,1,,1529,1960
2,u,330000,,,,,,
5,h,655888,5,3,4,6204,2750,1983
2,u,565000,,,,,,
3,h,,3,1,2,7920,,
4,h,,4,2,3,8008,1969,1970
3,t,696000,,,,,,
3,t,756000,,,,,,
5,h,,5,2,4,,5764,1980
5,h,735000,5,3,2,8173,3113,2005
5,h,,5,3,2,5720,,
4,h,870000,4,2,3,,,
3,h,641000,3,2,2,,,
3,h,621000,3,2,1,,1760,1985
3,h,,3,1,2,9405,1760,1968
3,h,801000,3,2,1,6633,1683,
4,h,635000,4,2,2,,,
4,h,760000,,,,,,
